year,wind,hydro,solar,other_inc_bio,fk_country,gdp_constant,gdp_per_capita_constant,elec_prod_nuclear,elec_prod_fossil,elec_prod_renewable,energy_cons_nuclear,energy_cons_renewable,energy_cons_fossil,population
2022,14.16,22.77,2.94,2.35,6,598603016935.287,13182.7933950725,4.9525957,66.319695,28.727707,1.8152946,12.188763,85.99593,45510324.0
2023,14.48,29.9,3.27,2.28,6,,,5.833279,59.46686,34.699863,2.1909652,14.102216,83.70682,45773888.0
1990,,,,,7,5839777093.95123,1644.02214502158,,,,,,,
1991,,,,,7,5156523262.60518,1426.82791357144,,,,,,,
1992,,,,,7,3001096397.25066,840.205259177402,,,,,,,
1993,,,,,7,2736999950.50702,792.567859246381,,,,,,,
1994,,,,,7,2884798023.90046,857.394474812969,,,,,,,
1995,,,,,7,3083849041.96219,932.357829471807,,,,,,,
1996,,,,,7,3264729146.7809,995.728275319872,,,,,,,
1997,,,,,7,3373153403.74995,1039.0798243009,,,,,,,
1998,,,,,7,3619393601.80914,1128.09888845227,,,,,,,
1999,,,,,7,3738833590.68989,1180.45341995952,,,,,,,
2000,0.0,1.25,0.0,0.0,7,3959424772.65728,1229.21510436102,31.833908,46.53979,21.626297,,,,3168525.0
2001,0.0,0.96,0.0,0.0,7,4339529550.80371,1351.12072694555,34.66899,48.606274,16.72474,,,,3133138.0
2002,0.0,1.64,0.0,0.0,7,4912347451.42022,1535.20452885187,39.359695,29.755178,30.885122,,,,3105040.0
2003,0.0,1.96,0.0,0.0,7,5600076094.6952,1759.64684829386,34.339622,28.679245,36.981133,,,,3084107.0
2004,0.0,1.98,0.0,0.0,7,6188084084.57212,1955.22262459229,37.996548,27.806562,34.19689,,,,3065748.0
2005,0.0,1.75,0.0,0.0,7,7048227772.27278,2240.09273209788,41.118423,30.098684,28.782896,,,,3047254.0
2006,0.0,1.81,0.0,0.0,7,7978593838.17516,2551.43546358452,42.381786,25.91944,31.698774,,,,3026490.0
2007,0.0,1.83,0.0,0.0,7,9071661194.12856,2919.3734936373,41.446205,26.27866,32.27513,,,,3004398.0
2008,0.0,1.78,0.0,0.0,7,9697605816.5624,3141.33193500774,38.474575,31.355932,30.16949,,,,2983425.0
2009,0.0,2.0,0.0,0.0,7,8330243396.35924,2716.97436280471,42.09559,21.139706,36.764706,,,,2964300.0
2010,0.01,2.53,0.0,0.0,7,8513508751.09706,2796.08143428043,36.523125,22.966507,40.51037,,,,2946296.0
2011,0.0,2.46,0.0,0.0,7,8913643662.28574,2943.83687119315,32.732315,33.148407,34.119278,,,,2928984.0
2012,0.0,2.3,0.0,0.0,7,9555426006.05632,3159.75860786889,27.109972,43.47826,29.411764,,,,2914428.0
2013,0.0,2.15,0.0,0.0,7,9870755064.25618,3266.29882999873,28.971964,42.323097,28.704943,,,,2901386.0
2014,0.0,1.97,0.0,0.0,7,10226102246.6276,3393.09252326884,30.146082,43.6919,26.162018,,,,2889937.0
2015,0.0,2.18,0.0,0.0,7,10553337518.414,3512.39350276709,34.039734,37.08609,28.874172,,,,2878598.0
2016,0.0,2.33,0.0,0.0,7,10574444193.4325,3533.88503607007,30.84507,36.338028,32.816902,,,,2865841.0
2017,0.0,2.25,0.0,0.0,7,11367527508.1135,3815.3747426037,32.005314,38.11421,29.880478,,,,2851929.0
2018,0.0,2.29,0.02,0.0,7,11958638938.496,4027.83393010979,25.032938,44.53228,30.434782,,,,2836563.0
2019,0.0,2.35,0.06,0.0,7,12867495497.6469,4343.45839583019,27.102804,40.720963,32.17624,,,,2820604.0
2020,0.0,1.78,0.14,0.0,7,11941035821.9185,4032.09043454955,33.376965,41.492146,25.13089,,,,2805610.0
2021,0.0,2.2,0.09,0.0,7,12633615899.6682,4264.79961505187,23.963732,43.782383,32.253887,,,,2790971.0
2022,0.0,2.85,0.52,0.0,7,14225451502.9981,4791.00481712183,29.988596,43.443554,26.567844,,,,2780472.0
2023,0.0,1.65,0.77,0.0,7,,,,,,,,,
1986,,,,,8,1040067813.98127,17354.4211506779,,,,,,,
1987,,,,,8,1207294403.71186,20407.620205072,,,,,,,
1988,,,,,8,1432438495.45132,24143.1712840053,,,,,,,
1989,,,,,8,1606191000.85752,26573.6479138613,,,,,,,
1990,,,,,8,1669818678.8499,26609.3840748633,,,,,,,
1991,,,,,8,1802784198.40914,27358.0217070709,,,,,,,
1992,,,,,8,1908830345.97587,27662.2034052006,,,,,,,
1993,,,,,8,2048321812.23325,27798.3553265013,,,,,,,
1994,,,,,8,2216364111.87433,28563.2336087935,,,,,,,
1995,,,,,8,2272818090.43191,28479.6452657341,,,,,,,
1996,,,,,8,2299768906.23206,27701.0504117279,,,,,,,
1997,,,,,8,2461830746.1686,28526.0975674511,,,,,,,
1998,,,,,8,2510870031.79451,28387.1299566371,,,,,,,
1999,,,,,8,2541955653.38816,28351.3719022982,,,,,,,
2000,0.0,0.0,0.0,0.0,8,2735726915.78639,30199.6612772816,0.0,100.0,0.0,,,,89117.0
2001,0.0,0.0,0.0,0.0,8,2850135060.01,31169.7969138989,0.0,100.0,0.0,,,,90702.0
2002,0.0,0.0,0.0,0.0,8,2823202609.54275,30662.3217145204,0.0,100.0,0.0,,,,91798.0
2003,0.0,0.0,0.0,0.0,8,2854554404.37331,30651.9457560917,0.0,100.0,0.0,,,,92713.0
2004,0.0,0.0,0.0,0.0,8,3062757840.26596,32192.7919471291,0.0,100.0,0.0,,,,93554.0
2005,0.0,0.0,0.0,0.0,8,3051023261.17582,31249.2780373413,0.0,100.0,0.0,,,,94495.0
2006,0.0,0.0,0.0,0.0,8,3085420847.19517,31038.8898666583,0.0,100.0,0.0,,,,95621.0
2007,0.0,0.0,0.0,0.0,8,3180746293.72871,31759.8232024833,0.0,100.0,0.0,,,,96797.0
2008,0.0,0.0,0.0,0.0,8,3239137008.32128,32097.0402243555,0.0,100.0,0.0,,,,98006.0
2009,0.03,0.0,0.0,0.0,8,2860878965.88948,28157.1489891095,0.0,96.84211,3.1578948,,,,99223.0
2010,0.11,0.0,0.0,0.0,8,2782678075.47099,27324.5554259804,0.0,88.297874,11.702127,,,,100354.0
2011,0.11,0.0,0.0,0.0,8,2876433099.90676,28037.8697927378,0.0,88.17204,11.827957,,,,101304.0
2012,0.14,0.0,0.0,0.0,8,2846495187.52904,27341.2274279996,0.0,84.78261,15.217391,,,,102126.0
2013,0.15,0.0,0.0,0.0,8,3029567030.34403,28668.7204196265,0.0,84.04256,15.957448,,,,102891.0
2014,0.15,0.0,0.01,0.0,8,2981500673.04632,27914.8433440348,0.0,82.97872,17.021276,,,,103607.0
2015,0.17,0.0,0.01,0.0,8,2962907262.56983,27458.2253310273,0.0,81.4433,18.5567,,,,104269.0
2016,0.13,0.0,0.01,0.0,8,3013858155.98809,27719.5007310796,0.0,85.106384,14.893617,,,,104890.0
2017,0.13,0.0,0.01,0.0,8,3226290954.32065,29671.13582858,0.0,85.56701,14.432989,,,,105454.0
2018,0.14,0.0,0.01,0.0,8,3303627899.75438,30334.1159488227,0.0,84.375,15.625001,,,,105980.0
2019,0.14,0.0,0.01,0.0,8,3229876376.13191,29576.8099423267,0.0,84.53608,15.463918,,,,106458.0
2020,0.14,0.0,0.01,0.0,8,2383266968.91162,21947.9953301189,0.0,84.53608,15.463918,,,,106597.0
2021,0.14,0.0,0.01,0.0,8,2958411905.44105,27469.0056215511,0.0,84.69388,15.306123,,,,106543.0
2022,0.14,0.0,0.03,0.0,8,3210407008.76028,29917.1280287045,0.0,84.69388,15.306123,,,,106459.0
1985,0.0,13.940511,0.0,0.456,9,518826292325.462,32861.4162378766,0.0,85.33957,,0.0,4.761565,95.23843,15785685.0
1986,0.0,14.025799,0.0,0.46,9,539404649863.998,33674.1705521479,0.0,85.03401,,0.0,4.706491,95.29351,16012299.0
1987,0.0,13.613796,0.0,0.47,9,553211370887.306,34014.7354121968,0.0,86.246735,,0.0,4.453812,95.54619,16259251.0
1988,0.0,14.334444,0.0,0.731,9,585064279420.793,35389.4553320904,0.0,85.901215,,0.0,4.557184,95.44282,16525901.0
1989,0.0,14.253669,0.0,0.81,9,607725922300.842,36143.1477787181,0.0,86.97708,,0.0,4.344282,95.65572,16796586.0
1990,0.0,14.7595,0.0,0.7595,9,629466776079.67,36886.1444273767,0.0,89.5595,9.9702215,0.0,4.382939,95.617065,17048002.0
1991,0.0,15.6535,0.00545,0.7195,9,627060575115.855,36279.7540525751,0.0,89.45298,10.368504,0.0,4.6554546,95.34455,17271092.0
1992,0.0,15.9415,0.0121,0.67,9,629746209994.416,36029.4845675544,0.0,89.440796,10.299597,0.0,4.6503634,95.34963,17462500.0
1993,0.002,16.387,0.0146,0.67,9,655230327244.458,37155.5123959647,0.0,89.425964,10.323703,0.0,4.6700525,95.32995,17631514.0
1994,0.0055,16.15,0.0174,0.6965,9,681311039099.666,38264.146671105,0.0,89.912346,9.9148655,0.0,4.446395,95.553604,17805506.0
1995,0.007,15.631,0.02115,0.8255,9,707786283507.272,39310.7982327944,0.0,90.39024,9.407731,0.0,4.239725,95.76028,18003002.0
1996,0.007,15.9685,0.0256,0.9465,9,735134359250.411,40337.1060519133,0.0,90.41199,9.408694,0.0,4.236591,95.763405,18211850.0
1997,0.0075,15.9525,0.03065,0.997,9,763901984857.931,41464.4982180697,0.0,90.83093,8.989149,0.0,4.14584,95.854164,18410254.0
1998,0.018,15.798,0.0356,1.081,9,799524373774.542,42967.6616681962,0.0,91.335785,8.488753,0.0,4.037756,95.96225,18601666.0
1999,0.043,16.2815,0.0406,1.1335,9,839721933537.843,44636.9418129494,0.0,91.36847,8.457536,0.0,4.008933,95.991066,18800892.0
2000,0.06,16.2,0.04,0.81,9,872651653770.258,45859.5162097045,0.0,91.91071,8.089287,0.0,3.9888778,96.01112,19017968.0
2001,0.21,16.4,0.04,0.75,9,890323770708.066,46191.3142366289,0.0,92.30358,7.696424,0.0,3.870762,96.12924,19248146.0
2002,0.36,15.72,0.05,1.22,9,925754967998.798,47486.2783216389,0.0,91.968315,8.031679,0.0,3.9314501,96.06856,19475842.0
2003,0.7,16.13,0.06,1.61,9,954367849882.364,48394.1269478095,0.0,91.74154,8.258465,0.0,4.0149684,95.98503,19699004.0
2004,0.7,15.89,0.07,2.75,9,994683066030.821,49902.0187022536,0.0,91.54561,8.454391,0.0,4.03656,95.96344,19925060.0
2005,0.88,15.16,0.08,3.63,9,1026057036344.3,50853.1976727529,0.0,91.020195,8.979804,0.0,4.313553,95.68645,20171732.0
2006,1.71,15.77,0.09,3.62,9,1054328458936.16,51553.9685966991,0.0,91.11727,8.882726,0.0,4.233413,95.766594,20467032.0
2007,2.61,14.2,0.11,4.01,9,1094111663603.91,52531.7611201084,0.0,91.65673,8.343271,0.0,3.9767237,96.02327,20830832.0
2008,3.09,11.79,0.13,3.48,9,1133349428616.57,53336.1012157008,0.0,92.208,7.7919965,0.0,3.681326,96.31867,21247876.0
2009,3.82,11.68,0.16,2.66,9,1154798699180.01,53237.0077642312,0.0,91.93278,8.067227,0.0,3.9202657,96.079735,21660898.0
2010,4.94,13.5,0.39,2.3,9,1180435002406.5,53578.8125049759,0.0,91.17026,8.829741,0.0,4.312805,95.687195,22019166.0
2011,6.79,16.69,1.39,2.46,9,1208849019421.68,54111.357240336,0.0,88.05603,11.943968,0.0,5.688442,94.31156,22357032.0
2012,7.39,13.98,2.33,2.93,9,1256196122893.84,55257.5739287362,0.0,87.92388,12.076118,0.0,5.688193,94.31181,22729272.0
2013,9.54,18.12,3.48,3.06,9,1288884775424.06,55728.0174035719,0.0,85.76295,14.237058,0.0,6.5121694,93.48784,23111788.0
2014,10.41,18.34,4.01,3.39,9,1322334997273.41,56327.8533063277,0.0,86.77165,13.228346,0.0,5.9665823,94.03342,23469578.0
2015,11.45,13.32,5.02,3.33,9,1351296372254.31,56739.0265346593,0.0,85.90495,14.095043,0.0,6.2833033,93.7167,23820240.0
2016,13.7,15.02,6.21,3.48,9,1388583854795.63,57401.0662268939,0.0,83.83611,16.163885,0.0,7.1866975,92.8133,24195706.0
2017,13.27,16.04,8.07,3.39,9,1420237898460.73,57750.6482221688,0.0,84.866974,15.133026,0.0,6.744328,93.25567,24590336.0
2018,13.7,15.8,9.93,3.5,9,1461119016244.31,58530.7821697117,0.0,81.156,18.844,0.0,8.280843,91.719154,24979228.0
2019,19.72,15.6,14.85,3.24,9,1492847874023.89,58924.733646242,0.0,79.21775,20.78225,0.0,8.875714,91.12428,25357168.0
2020,22.2,14.76,23.85,3.18,9,1491062566266.52,58132.798523626,0.0,75.76352,24.236483,0.0,10.848229,89.15177,25670052.0
2021,26.09,14.76,28.04,3.09,9,1522541404227.63,59276.503107197,0.0,71.10861,28.891378,0.0,12.923943,87.076065,25921094.0
2022,30.05,16.66,37.54,3.19,9,1587133480804.53,61009.8077147403,0.0,66.78487,33.215137,0.0,13.918374,86.08163,26177410.0
2023,31.87,15.26,44.99,3.13,9,,,0.0,63.927387,36.07261,0.0,14.982515,85.01749,26439114.0
1985,0.0,30.775146,0.0,0.943327,10,206102076058.434,27244.2147682295,0.0,,,0.0,29.769283,70.23071,7562114.0
1986,0.0,30.903927,0.0,1.287501,10,210845294703.449,27853.5049571295,0.0,,,0.0,30.177652,69.82235,7567247.0
1987,0.0,35.387993,0.0,0.905816,10,213706819428.428,28213.6633511624,0.0,,,0.0,32.193813,67.80619,7572379.0
1988,0.0,35.30409,0.0,1.04696,10,220750340111.983,29102.3223039964,0.0,,,0.0,32.733353,67.26665,7583766.0
1989,0.0,35.08243,0.0,1.10445,10,229331070934.266,30097.6513408526,0.0,,,0.0,32.40866,67.59134,7619393.0
1990,0.0,31.51,0.0,1.13,10,239296977562.902,31167.1858089051,0.0,33.75279,66.24721,0.0,29.002949,70.99705,7678732.0
1991,0.0,31.44,0.0,1.21,10,247532687599.64,31919.5572961167,0.0,34.908295,65.09171,0.0,27.730646,72.269356,7755640.0
1992,0.0,34.85,0.0,1.31,10,252714846186.879,32231.1217246909,0.0,27.520546,72.479454,0.0,31.117105,68.8829,7840816.0
1993,0.0,36.71,0.0,1.34,10,254046171785.085,32134.8299098991,0.0,25.842915,74.15708,0.0,32.029507,67.9705,7905280.0
1994,0.0,35.71,0.0,1.19,10,260148662438.995,32780.342031078,0.0,28.970163,71.02984,0.0,31.325548,68.67445,7935366.0
1995,0.0,37.07,0.0,1.84,10,267089385643.72,33603.4277668346,0.0,29.318802,70.6812,0.0,31.42617,68.57383,7947293.0
1996,0.0,34.22,0.0,1.57,10,273007465269.592,34301.6562559914,0.0,33.040222,66.95978,0.0,28.285664,71.71433,7958043.0
1997,0.02,36.11,0.0,1.69,10,278865754355.301,34998.0320577293,0.0,31.96618,68.03382,0.0,29.506138,70.493866,7967086.0
1998,0.05,37.16,0.0,1.82,10,288606201307.485,36180.7490843101,0.0,30.078827,69.92117,0.0,29.778776,70.22123,7975856.0
1999,0.05,40.7,0.0,1.6,10,299463348574.799,37468.8699525693,0.0,29.085735,70.91427,0.0,31.975573,68.02442,7991382.0
2000,0.07,41.84,0.0,1.53,10,309014799991.68,38571.0858515901,0.0,27.162981,72.83702,0.0,32.591774,67.40823,8010425.0
2001,0.1,40.46,0.01,1.67,10,313084486617.415,38929.753817402,0.0,30.731388,69.268616,0.0,30.667883,69.332115,8039633.0
2002,0.14,40.23,0.01,1.52,10,317731815610.858,39313.7226059057,0.0,30.892298,69.107704,0.0,30.20616,69.793846,8078994.0
2003,0.37,33.21,0.01,1.65,10,321358930858.678,39569.2886405101,0.0,39.209934,60.790066,0.0,25.237972,74.76203,8120105.0
2004,0.93,36.76,0.02,1.91,10,329602607197.97,40333.330706218,0.0,35.941795,64.058205,0.0,27.274899,72.7251,8171215.0
2005,1.33,37.1,0.02,2.43,10,337250591613.85,40989.013215254,0.0,36.492153,63.507843,0.0,27.495369,72.50463,8227034.0
2006,1.75,35.66,0.02,3.23,10,348276446973.261,42120.1557756904,0.0,34.64073,65.35927,0.0,28.128284,71.87172,8267771.0
2007,2.04,37.05,0.02,4.06,10,361424665131.865,43568.8302726368,0.0,31.290783,68.70921,0.0,30.249714,69.75028,8294720.0
2008,2.01,38.33,0.03,4.16,10,366677270021.069,44063.8642404045,0.0,30.832558,69.16745,0.0,30.77213,69.227875,8321134.0
2009,1.95,40.9,0.05,4.28,10,353527252232.556,42372.4758387703,0.0,28.741884,71.25812,0.0,33.781616,66.21838,8342939.0
2010,2.06,38.36,0.09,4.48,10,359922498957.786,43035.407467795,0.0,33.662636,66.337364,0.0,31.314478,68.68552,8362829.0
2011,1.94,34.24,0.17,4.56,10,370459114608.076,44146.1957578601,0.0,34.228294,65.771706,0.0,30.305704,69.6943,8391201.0
2012,2.46,43.85,0.34,4.68,10,372786509841.892,44221.4600041556,0.0,25.229424,74.77058,0.0,35.76177,64.238235,8429641.0
2013,3.15,42.02,0.63,4.7,10,371851835102.085,43851.3675464788,0.0,21.766071,78.233925,0.0,35.3089,64.6911,8479542.0
2014,3.85,41.01,0.79,4.55,10,374662287839.195,43838.8346845363,0.0,18.440292,81.55971,0.0,36.303062,63.696934,8546066.0
2015,4.84,37.16,0.94,4.65,10,379546097300.633,43915.228020857,0.0,22.9686,77.0314,0.0,34.274372,65.725624,8642422.0
2016,5.23,39.97,1.1,4.78,10,387581921933.047,44362.6702918145,0.0,21.2579,78.742096,0.0,35.3048,64.6952,8736491.0
2017,6.57,38.29,1.27,4.92,10,396388752620.721,45056.6386908289,0.0,23.908186,76.09182,0.0,34.455837,65.54416,8797497.0
2018,6.03,37.64,1.46,4.93,10,406235924727.366,45951.5818951582,0.0,22.59162,77.40839,0.0,34.361984,65.63801,8840518.0
2019,7.45,40.83,1.7,4.66,10,413365269561.549,46550.5623430785,0.0,22.704765,77.29523,0.0,35.472965,64.52704,8879939.0
2020,6.79,42.0,2.04,4.59,10,387247796564.086,43428.6983141255,0.0,19.727694,80.27231,0.0,38.188835,61.81117,8907780.0
2021,6.74,38.75,2.78,4.48,10,405817602863.188,45313.3990043754,0.0,20.890821,79.10918,0.0,35.835052,64.164955,8922086.0
2022,7.25,34.63,3.78,4.76,10,427236226636.132,47250.969589759,0.0,21.945526,78.054474,0.0,36.06654,63.933456,8939617.0
2023,8.34,40.67,6.39,4.56,10,,,0.0,15.5167265,84.48328,0.0,40.080193,59.919804,8958961.0
2024,9.44,45.18,8.82,5.09,10,,,,,,,,,
1985,,1.3125618,,,11,,,0.0,,,0.0,1.6519357,98.34807,6891144.0
1986,,0.8043308,,,11,,,0.0,,,0.0,0.9406936,99.0593,7009132.0
1987,,0.8043308,,,11,,,0.0,,,0.0,0.9706842,99.02931,7132688.0
1988,,0.6982652,,,11,,,0.0,,,0.0,0.842058,99.15794,7261150.0
1989,,0.6982652,,,11,,,0.0,,,0.0,0.8257339,99.17427,7348876.0
1990,0.0,1.658,0.0,0.0,11,20240091907.5767,2820.84010307402,0.0,,7.1613684,0.0,1.8816601,98.11834,7427840.0
1991,0.0,1.7593,0.0,0.0,11,20098411228.6619,2764.07399346223,0.0,,7.5025053,0.0,2.0779731,97.92203,7538266.0
1992,0.0,1.7473,0.0,0.0,11,15556170225.3742,2107.29678414183,0.0,,8.841448,0.0,2.4099329,97.590065,7643343.0
1993,0.0,2.426,0.0,0.0,11,11962695102.6124,1596.13266566318,0.0,,12.73424,0.0,3.8572147,96.142784,7740112.0
1994,0.0,1.83,0.0,0.0,11,9606044019.06944,1264.5271891937,0.0,,10.414888,0.0,3.1670034,96.833,7821889.0
1995,0.0,1.556,0.0,0.0,11,8472530910.53572,1102.49789007407,0.0,,9.1293125,0.0,2.8640726,97.135925,7889335.0
1996,0.0,1.537,0.0,0.0,11,8582673761.93048,1105.58724229428,0.0,,8.996196,0.0,3.449877,96.550125,7949107.0
1997,0.0,1.712,0.0,0.0,11,9080468852.82118,1158.4816576176,0.0,,10.168686,0.0,4.0128255,95.987175,8000068.0
1998,0.0,1.951,0.0,0.0,11,9988515702.82903,1262.29188712613,0.0,,10.8419,0.0,4.5553145,95.44469,8041100.0
1999,0.0,1.506,0.0,0.0,11,10727665994.6477,1343.85593869878,0.0,,8.285651,0.0,3.5244212,96.47558,8101447.0
2000,0.0,1.52,0.0,0.0,11,11918436828.1641,1480.80869072436,0.0,91.86295,8.137045,0.0,3.4349427,96.565056,8190341.0
2001,0.0,1.29,0.0,0.0,11,13098362058.1026,1614.84885813475,0.0,93.196205,6.8037977,0.0,3.004117,96.99589,8282030.0
2002,0.0,2.0,0.0,0.0,11,14334705485.3859,1754.13524132991,0.0,89.29336,10.706638,0.0,4.6939816,95.30602,8372128.0
2003,0.0,2.44,0.0,0.0,11,15798035139.5108,1918.61103696953,0.0,88.52305,11.476952,0.0,5.2657747,94.73423,8462335.0
2004,0.0,2.73,0.0,0.0,11,17259953999.1872,2077.88527047339,0.0,87.43094,12.569061,0.0,5.1585817,94.84142,8556168.0
2005,0.0,2.98,0.0,0.0,11,22086102614.13,2631.85145279408,0.0,86.95271,13.047285,0.0,5.165004,94.83499,8656243.0
2006,0.0,2.49,0.0,0.0,11,29705808016.0049,3501.16482500603,0.0,89.84088,10.159119,0.0,4.3662996,95.6337,8763353.0
2007,0.0,2.34,0.0,0.0,11,37132259975.9133,4327.11360468848,0.0,89.275894,10.724106,0.0,4.4247346,95.575264,8878408.0
2008,0.0,2.21,0.0,0.0,11,41127311680.0779,4693.07707968116,0.0,89.77798,10.222016,0.0,4.149183,95.85082,8999697.0
2009,0.0,2.29,0.0,0.0,11,44950656172.1802,5023.9672905028,0.0,87.851456,12.1485405,0.0,4.9570913,95.04291,9119630.0
2010,0.0,3.41,0.0,0.0,11,47220189860.7658,5215.20415429496,0.0,81.735405,18.264595,0.0,7.448546,92.55145,9237203.0
2011,0.0,2.65,0.0,0.0,11,47267410115.7076,5152.83850244744,0.0,86.9265,13.073507,0.0,5.0649414,94.93506,9359018.0
2012,0.0,1.8,0.0,0.0,11,48290862738.2682,5194.92091665083,0.0,92.1637,7.8363085,0.0,3.326695,96.67331,9485577.0
2013,0.0,1.47,0.0,0.0,11,51096465688.5745,5426.09594155961,0.0,93.29032,6.709677,0.0,2.7732372,97.22676,9614478.0
2014,0.0,1.29,0.0,0.0,11,52501877459.7444,5506.18169600319,0.0,94.43768,5.5623226,0.0,2.4248233,97.57517,9741879.0
2015,0.0,1.62,0.0,0.0,11,53076235354.746,5500.50364628486,0.0,93.04029,6.9597073,0.0,2.7496912,97.25031,9863485.0
2016,0.02,1.94,0.04,0.0,11,51430872122.2426,5270.738165712,0.0,91.58954,8.410462,0.0,3.3369164,96.663086,9976254.0
2017,0.02,1.73,0.04,0.0,11,51533733835.093,5229.7098898586,0.0,92.23782,7.7621803,0.0,3.0411427,96.95886,10071569.0
2018,0.08,1.75,0.04,0.0,11,52306739842.6194,5262.36870473368,0.0,92.24036,7.75965,0.0,2.985358,97.01465,10152524.0
2019,0.1,1.55,0.04,0.0,11,53614408373.9591,5348.45318851823,0.0,93.10212,6.8978806,0.0,2.599264,97.400734,10232761.0
2020,0.1,1.07,0.05,0.0,11,51308988759.0274,5083.56025445721,0.0,94.87379,5.1262136,0.0,1.8952277,98.10477,10284952.0
2021,0.09,1.28,0.05,0.0,11,54190732985.9123,5345.43986445831,0.0,94.5304,5.469593,0.0,2.0421484,97.95785,10312992.0
2022,0.08,1.6,0.06,0.1,11,56745718946.4579,5595.25578671563,0.0,93.64201,6.3579817,0.0,2.3129582,97.68704,10358078.0
2023,0.08,1.64,0.07,0.11,11,,,0.0,,6.8625546,0.0,2.3216856,97.678314,10412652.0
1985,,,,,12,7597330171.28274,30010.7056229913,,,,,,,
1986,,,,,12,7733854212.1706,30030.1868949219,,,,,,,
1987,,,,,12,7964672586.75026,30407.0574255073,,,,,,,
1988,,,,,12,8148633239.75093,30582.4522599191,,,,,,,
1989,,,,,12,8696818672.54199,32070.5170498418,,,,,,,
1990,,,,,12,8557995783.83521,31013.4113096277,,,,,,,
1991,,,,,12,8200118797.83931,29209.8799129391,,,,,,,
1992,,,,,12,7886416504.77103,27581.9230250065,,,,,,,
1993,,,,,12,7910691414.96168,27152.8748810207,,,,,,,
1994,,,,,12,8159792440.42319,27519.5438938555,,,,,,,
1995,,,,,12,8517089517.94572,28252.7077066212,,,,,,,
1996,,,,,12,8876811379.71544,28983.8030082001,,,,,,,
1997,,,,,12,8991122802.80373,28919.2895646365,,,,,,,
1998,,,,,12,9415215953.24133,29854.6965869756,,,,,,,
1999,,,,,12,10087848763.9878,31562.5997734386,,,,,,,
2000,0.0,0.0,0.0,0.0,12,10506335029.8288,32443.4821122756,0.0,100.0,0.0,,,,325033.0
2001,0.0,0.0,0.0,0.0,12,10782232420.1522,32889.1043697221,0.0,100.0,0.0,,,,329639.0
2002,0.0,0.0,0.0,0.0,12,11073887089.6006,33393.907041321,0.0,100.0,0.0,,,,334015.0
2003,0.0,0.0,0.0,0.0,12,10933811645.1092,32578.1443340618,0.0,100.0,0.0,,,,338505.0
2004,0.0,0.0,0.0,0.0,12,11030288728.3407,32462.8400808186,0.0,100.0,0.0,,,,343097.0
2005,0.0,0.0,0.0,0.0,12,11404886621.6495,33163.9593062091,0.0,100.0,0.0,,,,347815.0
2006,0.0,0.0,0.0,0.0,12,11691901110.7421,33561.2518428191,0.0,100.0,0.0,,,,352672.0
2007,0.0,0.0,0.0,0.0,12,11860977682.4575,33568.7414244241,0.0,100.0,0.0,,,,357678.0
2008,0.0,0.0,0.0,0.0,12,11585370303.4063,32350.5258109189,0.0,100.0,0.0,,,,362807.0
2009,0.0,0.0,0.0,0.0,12,11101631501.3115,30599.0229081654,0.0,100.0,0.0,,,,368064.0
2010,0.0,0.0,0.0,0.0,12,11272448140.6603,30675.1646102905,0.0,100.0,0.0,,,,373277.0
2011,0.0,0.0,0.0,0.0,12,11341567493.8773,30510.3112586785,0.0,100.0,0.0,,,,377956.0
2012,0.0,0.0,0.0,0.0,12,11681576709.4504,31111.9605332274,0.0,100.0,0.0,,,,382073.0
2013,0.0,0.0,0.0,0.0,12,11347097042.1347,29943.2833151727,0.0,100.0,0.0,,,,385660.0
2014,0.0,0.0,0.0,0.0,12,11556707522.6666,30229.5788172228,0.0,100.0,0.0,,,,389137.0
2015,0.0,0.0,0.0,0.0,12,11671900000.0,30289.4022514831,0.0,100.0,0.0,,,,392707.0
2016,0.0,0.0,0.0,0.0,12,11559626969.4738,29788.630398974,0.0,100.0,0.0,,,,395986.0
2017,0.0,0.0,0.0,0.0,12,11883240881.123,30432.0034857242,0.0,100.0,0.0,,,,399027.0
2018,0.0,0.0,0.0,0.0,12,12195757028.0878,31054.8232648137,0.0,100.0,0.0,,,,401911.0
2019,0.0,0.0,0.0,0.0,12,12030228260.9362,30481.3536731138,0.0,100.0,0.0,,,,404563.0
2020,0.0,0.0,0.0,0.0,12,9452936752.71722,23879.3136835653,0.0,100.0,0.0,,,,406478.0
2021,0.0,0.0,0.0,0.0,12,10908986680.2055,27522.0226408093,0.0,100.0,0.0,,,,407920.0
2022,0.0,0.0,0.02,0.0,12,12085195064.0679,30400.100277377,0.0,100.0,0.0,,,,409989.0
1985,,,,,13,7538424480.61697,17516.6361043991,,,,,,,
1986,,,,,13,7627603583.58375,17091.2903016984,,,,,,,
1987,,,,,13,8420798792.09029,18193.2073441956,,,,,,,
1988,,,,,13,9010254004.35388,18774.1395172075,,,,,,,
1989,,,,,13,9043051972.09625,18183.311929769,,,,,,,
1990,,,,,13,9444382363.28062,18345.8379968815,,,,,,,
1991,,,,,13,10504986387.4567,20882.5059585425,,,,,,,
1992,,,,,13,11207769805.1897,21701.2221810674,,,,,,,
1993,,,,,13,12650210526.6376,23858.1932700978,,,,,,,
1994,,,,,13,12618584812.5232,23180.3323729315,,,,,,,
1995,,,,,13,13114494128.7944,23465.7128444519,,,,,,,
